1+11=13|1+11=12
23+2=23|23+2=25
23+22=43|23+22=45
23+23=40|23+23=46
23+23=49|23+23=46
23+27=56|23+27=50
23+27=59|23+27=50
23+29=53|23+29=52
23+3=20|23+3=26
23+3=29|23+3=26
23+32=53|23+32=55
23+33=50|23+33=56
23+33=59|23+33=56
23+37=66|23+37=60
23+37=69|23+37=60
23+39=63|23+39=62
23+42=63|23+42=65
23+43=60|23+43=66
23+43=69|23+43=66
23+47=76|23+47=70
23+47=79|23+47=70
23+49=73|23+49=72
23+52=73|23+52=75
23+53=70|23+53=76
23+53=79|23+53=76
23+57=86|23+57=80
23+57=89|23+57=80
23+59=83|23+59=82
23+62=83|23+62=85
23+63=80|23+63=86
23+63=89|23+63=86
23+67=96|23+67=90
23+67=99|23+67=90
23+69=93|23+69=92
23+7=36|23+7=30
23+7=39|23+7=30
23+72=93|23+72=95
23+73=90|23+73=96
23+73=99|23+73=96
23+77=106|23+77=100
23+77=109|23+77=100
23+79=103|23+79=102
23+82=103|23+82=105
23+83=100|23+83=106
23+83=109|23+83=106
23+87=116|23+87=110
23+87=119|23+87=110
23+89=113|23+89=112
23+9=33|23+9=32
23+92=113|23+92=115
23+93=110|23+93=116
23+93=119|23+93=116
23+97=126|23+97=120
23+97=129|23+97=120
23+99=123|23+99=122
24-1=22|24-1=23
24-1=25|24-1=23
24-11=12|24-11=13
24-11=15|24-11=13
24-12=13|24-12=12
24-14=16|24-14=10
24-14=19|24-14=10
24-15=0|24-15=9
24-2=23|24-2=22
24-21=2|24-21=3
24-21=5|24-21=3
24-22=3|24-22=2
24-4=26|24-4=20
24-4=29|24-4=20
24-5=10|24-5=19
24+1=23|24+1=25
24+11=33|24+11=35
24+12=30|24+12=36
24+12=39|24+12=36
24+15=30|24+15=39
24+15=36|24+15=39
24+16=46|24+16=40
24+16=49|24+16=40
24+18=43|24+18=42
24+19=42|24+19=43
24+19=45|24+19=43
24+2=20|24+2=26
24+2=29|24+2=26
24+21=43|24+21=45
24+22=40|24+22=46
24+22=49|24+22=46
24+25=40|24+25=49
24+25=46|24+25=49
24+26=56|24+26=50
24+26=59|24+26=50
24+28=53|24+28=52
24+29=52|24+29=53
24+29=55|24+29=53
24+31=53|24+31=55
24+32=50|24+32=56
24+32=59|24+32=56
24+35=50|24+35=59
24+35=56|24+35=59
24+36=66|24+36=60
24+36=69|24+36=60
24+38=63|24+38=62
24+39=62|24+39=63
24+39=65|24+39=63
24+41=63|24+41=65
24+42=60|24+42=66
24+42=69|24+42=66
24+45=60|24+45=69
24+45=66|24+45=69
24+46=76|24+46=70
24+46=79|24+46=70
24+48=73|24+48=72
24+49=72|24+49=73
24+49=75|24+49=73
24+5=20|24+5=29
24+5=26|24+5=29
24+51=73|24+51=75
24+52=70|24+52=76
24+52=79|24+52=76
24+55=70|24+55=79
24+55=76|24+55=79
24+56=86|24+56=80
24+58=83|24+58=82
24+59=82|24+59=83
24+59=85|24+59=83
24+6=36|24+6=30
24+6=39|24+6=30
24+61=83|24+61=85
24+62=80|24+62=86
24+62=89|24+62=86
24+65=86|24+65=89
24+66=96|24+66=90
24+68=93|24+68=92
24+69=92|24+69=93
24+69=95|24+69=93
24+71=93|24+71=95
24+72=90|24+72=96
24+72=99|24+72=96
24+75=90|24+75=99
24+75=96|24+75=99
24+76=106|24+76=100
24+76=109|24+76=100
24+78=103|24+78=102
24+79=102|24+79=103
24+79=105|24+79=103
24+8=33|24+8=32
24+81=103|24+81=105
24+82=100|24+82=106
24+82=109|24+82=106
24+85=100|24+85=109
24+85=106|24+85=109
24+86=116|24+86=110
24+86=119|24+86=110
24+88=113|24+88=112
24+89=112|24+89=113
24+89=115|24+89=113
24+9=32|24+9=33
24+9=35|24+9=33
24+91=113|24+91=115
24+92=110|24+92=116
24+92=119|24+92=116
24+95=110|24+95=119
24+95=116|24+95=119
24+96=126|24+96=120
24+96=129|24+96=120
24+98=123|24+98=122
24+99=122|24+99=123
24+99=125|24+99=123
25-12=15|25-12=13
25-15=16|25-15=10
25-15=19|25-15=10
25-16=0|25-16=9
25-19=0|25-19=6
25-2=25|25-2=23
25-22=5|25-22=3
25-5=26|25-5=20
25-5=29|25-5=20
25-6=10|25-6=19
25-9=10|25-9=16
25+1=20|25+1=26
25+1=29|25+1=26
25+11=30|25+11=36
25+11=39|25+11=36
25+14=30|25+14=39
25+14=36|25+14=39
25+15=46|25+15=40
25+15=49|25+15=40
25+17=43|25+17=42
25+21=40|25+21=46
25+21=49|25+21=46
25+24=40|25+24=49
25+24=46|25+24=49
25+25=56|25+25=50
25+25=59|25+25=50
25+27=53|25+27=52
25+31=50|25+31=56
25+31=59|25+31=56
25+34=50|25+34=59
25+34=56|25+34=59
25+35=66|25+35=60
25+35=69|25+35=60
25+37=63|25+37=62
25+4=20|25+4=29
25+4=26|25+4=29
25+41=60|25+41=66
25+41=69|25+41=66
25+44=60|25+44=69
25+44=66|25+44=69
25+45=76|25+45=70
25+45=79|25+45=70
25+47=73|25+47=72
25+5=36|25+5=30
25+5=39|25+5=30
25+51=70|25+51=76
25+51=79|25+51=76
25+54=70|25+54=79
25+54=76|25+54=79
25+55=86|25+55=80
25+55=89|25+55=80
25+57=83|25+57=82
25+61=89|25+61=86
25+64=86|25+64=89
25+65=96|25+65=90
25+65=99|25+65=90
25+67=93|25+67=92
25+7=33|25+7=32
25+71=90|25+71=96
25+71=99|25+71=96
25+74=90|25+74=99
25+74=96|25+74=99
25+75=106|25+75=100
25+75=109|25+75=100
25+77=103|25+77=102
25+81=100|25+81=106
25+81=109|25+81=106
25+84=100|25+84=109
25+84=106|25+84=109
25+85=116|25+85=110
25+85=119|25+85=110
25+87=113|25+87=112
25+91=110|25+91=116
25+91=119|25+91=116
25+94=110|25+94=119
25+94=116|25+94=119
25+95=126|25+95=120
25+95=129|25+95=120
25+97=123|25+97=122
26-1=23|26-1=25
26-11=13|26-11=15
26-13=12|26-13=13
26-13=15|26-13=13
26-14=13|26-14=12
26-16=19|26-16=10
26-21=3|26-21=5
26-23=2|26-23=3
26-23=5|26-23=3
26-24=3|26-24=2
26-3=22|26-3=23
26-3=25|26-3=23
26-4=23|26-4=22
26-6=29|26-6=20
26+14=46|26+14=40
26+14=49|26+14=40
26+17=42|26+17=43
26+17=45|26+17=43
26+24=56|26+24=50
26+24=59|26+24=50
26+27=52|26+27=53
26+27=55|26+27=53
26+34=66|26+34=60
26+34=69|26+34=60
26+37=62|26+37=63
26+37=65|26+37=63
26+4=36|26+4=30
26+4=39|26+4=30
26+44=76|26+44=70
26+44=79|26+44=70
26+47=72|26+47=73
26+47=75|26+47=73
26+54=86|26+54=80
26+57=82|26+57=83
26+57=85|26+57=83
26+64=96|26+64=90
26+67=92|26+67=93
26+67=95|26+67=93
26+7=32|26+7=33
26+7=35|26+7=33
26+74=106|26+74=100
26+74=109|26+74=100
26+77=102|26+77=103
26+77=105|26+77=103
26+84=116|26+84=110
26+84=119|26+84=110
26+87=112|26+87=113
26+87=115|26+87=113
26+94=126|26+94=120
26+94=129|26+94=120
26+97=122|26+97=123
26+97=125|26+97=123
27-1=20|27-1=26
27-1=29|27-1=26
27-11=10|27-11=16
27-11=19|27-11=16
27-12=13|27-12=15
27-14=12|27-14=13
27-14=15|27-14=13
27-15=13|27-15=12
27-17=16|27-17=10
27-17=19|27-17=10
27-21=0|27-21=6
27-21=9|27-21=6
27-22=3|27-22=5
27-24=2|27-24=3
27-24=5|27-24=3
27-25=3|27-25=2
27-4=22|27-4=23
27-5=23|27-5=22
27-7=26|27-7=20
27-7=29|27-7=20
27+12=30|27+12=39
27+12=36|27+12=39
27+13=46|27+13=40
27+13=49|27+13=40
27+15=43|27+15=42
27+16=42|27+16=43
27+16=45|27+16=43
27+18=43|27+18=45
27+19=40|27+19=46
27+2=20|27+2=29
27+2=26|27+2=29
27+22=40|27+22=49
27+22=46|27+22=49
27+23=56|27+23=50
27+23=59|27+23=50
27+25=53|27+25=52
27+26=52|27+26=53
27+26=55|27+26=53
27+28=53|27+28=55
27+29=50|27+29=56
27+3=36|27+3=30
27+3=39|27+3=30
27+32=50|27+32=59
27+32=56|27+32=59
27+33=66|27+33=60
27+33=69|27+33=60
27+35=63|27+35=62
27+36=62|27+36=63
27+36=65|27+36=63
27+38=63|27+38=65
27+39=60|27+39=66
27+42=60|27+42=69
27+42=66|27+42=69
27+43=76|27+43=70
27+43=79|27+43=70
27+45=73|27+45=72
27+46=72|27+46=73
27+46=75|27+46=73
27+48=73|27+48=75
27+49=70|27+49=76
27+5=33|27+5=32
27+52=70|27+52=79
27+52=76|27+52=79
27+53=86|27+53=80
27+53=89|27+53=80
27+55=83|27+55=82
27+56=82|27+56=83
27+56=85|27+56=83
27+58=83|27+58=85
27+59=80|27+59=86
27+6=32|27+6=33
27+6=35|27+6=33
27+62=80|27+62=89
27+62=86|27+62=89
27+63=96|27+63=90
27+63=99|27+63=90
27+65=93|27+65=92
27+66=92|27+66=93
27+66=95|27+66=93
27+68=93|27+68=95
27+69=90|27+69=96
27+72=90|27+72=99
27+72=96|27+72=99
27+73=106|27+73=100
27+73=109|27+73=100
27+75=103|27+75=102
27+76=102|27+76=103
27+76=105|27+76=103
27+78=103|27+78=105
27+79=100|27+79=106
27+8=33|27+8=35
27+82=100|27+82=109
27+82=106|27+82=109
27+83=116|27+83=110
27+83=119|27+83=110
27+85=113|27+85=112
27+86=112|27+86=113
27+86=115|27+86=113
27+88=113|27+88=115
27+89=110|27+89=116
27+9=30|27+9=36
27+92=110|27+92=119
27+92=116|27+92=119
27+93=126|27+93=120
27+93=129|27+93=120
27+95=123|27+95=122
27+96=122|27+96=123
27+96=125|27+96=123
27+98=123|27+98=125
27+99=120|27+99=126
28-12=10|28-12=16
28-12=19|28-12=16
28-15=12|28-15=13
28-16=13|28-16=12
28-19=0|28-19=9
28-19=6|28-19=9
28-2=20|28-2=26
28-2=29|28-2=26
28-22=0|28-22=6
28-22=9|28-22=6
28-25=2|28-25=3
28-26=3|28-26=2
28-5=22|28-5=23
28-6=23|28-6=22
28-9=10|28-9=19
28-9=16|28-9=19
28+1=20|28+1=29
28+1=26|28+1=29
28+11=30|28+11=39
28+11=36|28+11=39
28+12=46|28+12=40
28+12=49|28+12=40
28+14=43|28+14=42
28+17=43|28+17=45
28+18=40|28+18=46
28+18=49|28+18=46
28+2=36|28+2=30
28+2=39|28+2=30
28+21=40|28+21=49
28+21=46|28+21=49
28+22=56|28+22=50
28+22=59|28+22=50
28+24=53|28+24=52
28+27=53|28+27=55
28+28=50|28+28=56
28+28=59|28+28=56
28+31=56|28+31=59
28+32=66|28+32=60
28+32=69|28+32=60
28+34=63|28+34=62
28+37=63|28+37=65
28+38=60|28+38=66
28+38=69|28+38=66
28+4=33|28+4=32
28+41=60|28+41=69
28+41=66|28+41=69
28+42=76|28+42=70
28+42=79|28+42=70
28+44=73|28+44=72
28+47=73|28+47=75
28+48=70|28+48=76
28+48=79|28+48=76
28+51=70|28+51=79
28+51=76|28+51=79
28+52=86|28+52=80
28+52=89|28+52=80
28+54=83|28+54=82
28+57=83|28+57=85
28+58=80|28+58=86
28+58=89|28+58=86
28+61=80|28+61=89
28+61=86|28+61=89
28+62=96|28+62=90
28+62=99|28+62=90
28+64=93|28+64=92
28+67=93|28+67=95
28+68=90|28+68=96
28+68=99|28+68=96
28+7=33|28+7=35
28+71=90|28+71=99
28+71=96|28+71=99
28+72=106|28+72=100
28+72=109|28+72=100
28+74=103|28+74=102
28+77=103|28+77=105
28+78=100|28+78=106
28+78=109|28+78=106
28+8=30|28+8=36
28+8=39|28+8=36
28+81=100|28+81=109
28+81=106|28+81=109
28+82=116|28+82=110
28+82=119|28+82=110
28+84=113|28+84=112
28+87=113|28+87=115
28+88=110|28+88=116
28+88=119|28+88=116
28+91=116|28+91=119
28+92=126|28+92=120
28+92=129|28+92=120
28+94=123|28+94=122
28+97=123|28+97=125
28+98=120|28+98=126
28+98=129|28+98=126
29-13=10|29-13=16
29-14=13|29-14=15
29-16=12|29-16=13
29-16=15|29-16=13
29-17=13|29-17=12
29-19=16|29-19=10
29-23=0|29-23=6
29-24=3|29-24=5
29-26=2|29-26=3
29-26=5|29-26=3
29-27=3|29-27=2
29-3=20|29-3=26
29-4=23|29-4=25
29-6=22|29-6=23
29-6=25|29-6=23
29-7=23|29-7=22
29-9=26|29-9=20
29+1=36|29+1=30
29+1=39|29+1=30
29+11=46|29+11=40
29+11=49|29+11=40
29+13=43|29+13=42
29+14=42|29+14=43
29+14=45|29+14=43
29+17=40|29+17=46
29+21=56|29+21=50
29+21=59|29+21=50
29+23=53|29+23=52
29+24=52|29+24=53
29+24=55|29+24=53
29+27=50|29+27=56
29+3=33|29+3=32
29+31=66|29+31=60
29+33=63|29+33=62
29+34=62|29+34=63
29+34=65|29+34=63
29+37=60|29+37=66
29+4=32|29+4=33
29+4=35|29+4=33
29+41=76|29+41=70
29+41=79|29+41=70
29+43=73|29+43=72
29+44=72|29+44=73
29+44=75|29+44=73
29+47=70|29+47=76
29+51=89|29+51=80
29+53=83|29+53=82
29+54=82|29+54=83
29+54=85|29+54=83
29+57=80|29+57=86
29+61=99|29+61=90
29+63=93|29+63=92
29+64=92|29+64=93
29+64=95|29+64=93
29+67=90|29+67=96
29+7=30|29+7=36
29+71=106|29+71=100
29+71=109|29+71=100
29+73=103|29+73=102
29+74=102|29+74=103
29+74=105|29+74=103
29+77=100|29+77=106
29+81=116|29+81=110
29+83=113|29+83=112
29+84=112|29+84=113
29+84=115|29+84=113
29+87=110|29+87=116
29+91=126|29+91=120
29+91=129|29+91=120
29+93=123|29+93=122
29+94=122|29+94=123
29+94=125|29+94=123
29+97=120|29+97=126
3+12=13|3+12=15
3+13=10|3+13=16
3+13=19|3+13=16
3+17=26|3+17=20
3+17=29|3+17=20
3+19=23|3+19=22
3+22=23|3+22=25
3+23=20|3+23=26
3+23=29|3+23=26
3+27=36|3+27=30
3+27=39|3+27=30
3+29=33|3+29=32
3+32=33|3+32=35
3+33=30|3+33=36
3+33=39|3+33=36
3+37=46|3+37=40
3+37=49|3+37=40
3+39=43|3+39=42
3+42=43|3+42=45
3+43=40|3+43=46
3+43=49|3+43=46
3+47=56|3+47=50
3+47=59|3+47=50
3+49=53|3+49=52
3+52=53|3+52=55
3+53=50|3+53=56
3+53=59|3+53=56
3+57=66|3+57=60
3+57=69|3+57=60
3+59=63|3+59=62
3+62=63|3+62=65
3+63=60|3+63=66
3+63=69|3+63=66
3+67=76|3+67=70
3+67=79|3+67=70
3+69=73|3+69=72
3+72=73|3+72=75
3+73=70|3+73=76
3+73=79|3+73=76
3+77=86|3+77=80
3+77=89|3+77=80
3+79=83|3+79=82
3+82=83|3+82=85
3+83=80|3+83=86
3+83=89|3+83=86
3+87=96|3+87=90
3+87=99|3+87=90
3+89=93|3+89=92
3+92=93|3+92=95
3+93=90|3+93=96
3+93=99|3+93=96
3+97=106|3+97=100
3+97=109|3+97=100
3+99=103|3+99=102
30-1=20|30-1=29
30-1=26|30-1=29
30-11=10|30-11=19
30-11=16|30-11=19
30-14=10|30-14=16
30-14=19|30-14=16
30-15=13|30-15=15
30-17=12|30-17=13
30-18=13|30-18=12
30-21=0|30-21=9
30-21=6|30-21=9
30-24=0|30-24=6
30-24=9|30-24=6
30-25=3|30-25=5
30-27=2|30-27=3
30-28=3|30-28=2
30-4=20|30-4=26
30-4=29|30-4=26
30-5=23|30-5=25
30-7=22|30-7=23
30-8=23|30-8=22
31-1=36|31-1=30
31-1=39|31-1=30
31-11=26|31-11=20
31-11=29|31-11=20
31-12=10|31-12=19
31-12=16|31-12=19
31-15=10|31-15=16
31-16=13|31-16=15
31-18=12|31-18=13
31-18=15|31-18=13
31-19=13|31-19=12
31-2=20|31-2=29
31-2=26|31-2=29
31-21=16|31-21=10
31-21=19|31-21=10
31-22=0|31-22=9
31-22=6|31-22=9
31-25=0|31-25=6
31-26=3|31-26=5
31-28=2|31-28=3
31-28=5|31-28=3
31-29=3|31-29=2
31-5=20|31-5=26
31-6=23|31-6=25
31-8=22|31-8=23
31-8=25|31-8=23
31-9=23|31-9=22
31+1=33|31+1=32
31+11=43|31+11=42
31+12=42|31+12=43
31+12=45|31+12=43
31+14=43|31+14=45
31+15=40|31+15=46
31+15=49|31+15=46
31+18=40|31+18=49
31+18=46|31+18=49
31+19=56|31+19=50
31+19=59|31+19=50
31+2=32|31+2=33
31+21=53|31+21=52
31+22=52|31+22=53
31+22=55|31+22=53
31+24=53|31+24=55
31+25=50|31+25=56
31+25=59|31+25=56
31+28=56|31+28=59
31+29=66|31+29=60
31+31=63|31+31=62
31+32=62|31+32=63
31+32=65|31+32=63
31+34=63|31+34=65
31+35=60|31+35=66
31+35=69|31+35=66
31+38=60|31+38=69
31+38=66|31+38=69
31+39=76|31+39=70
31+39=79|31+39=70
31+41=73|31+41=72
31+42=72|31+42=73
31+42=75|31+42=73
31+44=73|31+44=75
31+45=70|31+45=76
31+45=79|31+45=76
31+48=70|31+48=79
31+48=76|31+48=79
31+49=86|31+49=80
31+49=89|31+49=80
31+5=30|31+5=36
31+5=39|31+5=36
31+51=83|31+51=82
31+52=82|31+52=83
31+52=85|31+52=83
31+54=83|31+54=85
31+55=89|31+55=86
31+58=80|31+58=89
31+58=86|31+58=89
31+59=99|31+59=90
31+61=93|31+61=92
31+62=92|31+62=93
31+62=95|31+62=93
31+64=93|31+64=95
31+65=99|31+65=96
31+68=90|31+68=99
31+68=96|31+68=99
31+69=106|31+69=100
31+69=109|31+69=100
31+71=103|31+71=102
31+72=102|31+72=103
31+72=105|31+72=103
31+74=103|31+74=105
31+75=100|31+75=106
31+75=109|31+75=106
31+78=100|31+78=109
31+78=106|31+78=109
31+79=116|31+79=110
31+79=119|31+79=110
31+8=30|31+8=39
31+8=36|31+8=39
31+81=113|31+81=112
31+82=112|31+82=113
31+82=115|31+82=113
31+84=113|31+84=115
31+85=110|31+85=116
31+85=119|31+85=116
31+88=110|31+88=119
31+88=116|31+88=119
31+89=126|31+89=120
31+9=46|31+9=40
31+9=49|31+9=40
31+91=123|31+91=122
31+92=122|31+92=123
31+92=125|31+92=123
31+94=123|31+94=125
31+95=120|31+95=126
31+95=129|31+95=126
31+98=126|31+98=129
31+99=136|31+99=130
31+99=139|31+99=130
32-12=26|32-12=20
32-12=29|32-12=20
32-13=10|32-13=19
32-13=16|32-13=19
32-16=10|32-16=16
32-16=19|32-16=16
32-17=13|32-17=15
32-19=12|32-19=13
32-2=36|32-2=30
32-2=39|32-2=30
32-22=16|32-22=10
32-22=19|32-22=10
32-23=0|32-23=9
32-23=6|32-23=9
32-26=0|32-26=6
32-26=9|32-26=6
32-27=3|32-27=5
32-29=2|32-29=3
32-3=20|32-3=29
32-3=26|32-3=29
32-6=20|32-6=26
32-6=29|32-6=26
32-7=23|32-7=25
32-9=22|32-9=23
32+1=32|32+1=33
32+1=35|32+1=33
32+11=42|32+11=43
32+11=45|32+11=43
32+13=43|32+13=45
32+14=40|32+14=46
32+14=49|32+14=46
32+17=40|32+17=49
32+17=46|32+17=49
32+18=56|32+18=50
32+18=59|32+18=50
32+21=52|32+21=53
32+21=55|32+21=53
32+23=53|32+23=55
32+24=50|32+24=56
32+24=59|32+24=56
32+27=50|32+27=59
32+27=56|32+27=59
32+28=66|32+28=60
32+28=69|32+28=60
32+3=33|32+3=35
32+31=62|32+31=63
32+31=65|32+31=63
32+33=63|32+33=65
32+34=60|32+34=66
32+34=69|32+34=66
32+37=60|32+37=69
32+37=66|32+37=69
32+38=76|32+38=70
32+38=79|32+38=70
32+4=30|32+4=36
32+4=39|32+4=36
32+41=72|32+41=73
32+41=75|32+41=73
32+43=73|32+43=75
32+44=70|32+44=76
32+44=79|32+44=76
32+47=70|32+47=79
32+47=76|32+47=79
32+48=86|32+48=80
32+48=89|32+48=80
32+51=82|32+51=83
32+51=85|32+51=83
32+53=83|32+53=85
32+54=80|32+54=86
32+54=89|32+54=86
32+57=80|32+57=89
32+57=86|32+57=89
32+58=96|32+58=90
32+58=99|32+58=90
32+61=92|32+61=93
32+61=95|32+61=93
32+63=93|32+63=95
32+64=90|32+64=96
32+64=99|32+64=96
32+67=90|32+67=99
32+67=96|32+67=99
32+68=106|32+68=100
32+68=109|32+68=100
32+7=30|32+7=39
32+7=36|32+7=39
32+71=102|32+71=103
32+71=105|32+71=103
32+73=103|32+73=105
32+74=100|32+74=106
32+74=109|32+74=106
32+77=100|32+77=109
32+77=106|32+77=109
32+78=116|32+78=110
32+78=119|32+78=110
32+8=46|32+8=40
32+8=49|32+8=40
32+81=112|32+81=113
32+81=115|32+81=113
32+83=113|32+83=115
32+84=110|32+84=116
32+84=119|32+84=116
32+87=110|32+87=119
32+87=116|32+87=119
32+88=126|32+88=120
32+88=129|32+88=120
32+91=122|32+91=123
32+91=125|32+91=123
32+93=123|32+93=125
32+94=120|32+94=126
32+94=129|32+94=126
32+97=120|32+97=129
32+97=126|32+97=129
32+98=136|32+98=130
32+98=139|32+98=130
33-1=33|33-1=32
33-11=23|33-11=22
33-13=26|33-13=20
33-13=29|33-13=20
33-14=10|33-14=19
33-14=16|33-14=19
33-17=10|33-17=16
33-17=19|33-17=16
33-18=13|33-18=15
33-21=13|33-21=12
33-23=16|33-23=10
33-23=19|33-23=10
33-24=0|33-24=9
33-24=6|33-24=9
33-27=0|33-27=6
33-27=9|33-27=6
33-28=3|33-28=5
33-3=36|33-3=30
33-3=39|33-3=30
33-31=3|33-31=2
33-4=20|33-4=29
33-4=26|33-4=29
33-7=20|33-7=26
33-7=29|33-7=26
33-8=23|33-8=25
33+12=43|33+12=45
33+13=40|33+13=46
33+13=49|33+13=46
33+17=56|33+17=50
33+17=59|33+17=50
33+19=53|33+19=52
33+2=33|33+2=35
33+22=53|33+22=55
33+23=50|33+23=56
33+23=59|33+23=56
33+27=69|33+27=60
33+29=63|33+29=62
33+3=30|33+3=36
33+3=39|33+3=36
33+32=63|33+32=65
33+33=69|33+33=66
33+37=76|33+37=70
33+37=79|33+37=70
33+39=73|33+39=72
33+42=73|33+42=75
33+43=70|33+43=76
33+43=79|33+43=76
33+47=86|33+47=80
33+47=89|33+47=80
33+49=83|33+49=82
33+52=83|33+52=85
33+53=80|33+53=86
33+53=89|33+53=86
33+57=96|33+57=90
33+57=99|33+57=90
33+59=93|33+59=92
33+62=93|33+62=95
33+63=90|33+63=96
33+63=99|33+63=96
33+67=106|33+67=100
33+67=109|33+67=100
33+69=103|33+69=102
33+7=46|33+7=40
33+7=49|33+7=40
33+72=103|33+72=105
33+73=100|33+73=106
33+73=109|33+73=106
33+77=116|33+77=110
33+77=119|33+77=110
33+79=113|33+79=112
33+82=113|33+82=115
33+83=110|33+83=116
33+83=119|33+83=116
33+87=126|33+87=120
33+87=129|33+87=120
33+89=123|33+89=122
33+9=43|33+9=42
33+92=123|33+92=125
33+93=120|33+93=126
33+93=129|33+93=126
33+97=136|33+97=130
33+97=139|33+97=130
33+99=133|33+99=132
34-1=32|34-1=33
34-1=35|34-1=33
34-11=22|34-11=23
34-11=25|34-11=23
34-12=23|34-12=22
34-14=26|34-14=20
34-14=29|34-14=20
34-15=10|34-15=19
34-2=33|34-2=32
34-21=12|34-21=13
34-21=15|34-21=13
34-22=13|34-22=12
34-24=16|34-24=10
34-24=19|34-24=10
34-25=0|34-25=9
34-31=2|34-31=3
34-31=5|34-31=3
34-32=3|34-32=2
34-4=36|34-4=30
34-4=39|34-4=30
34-5=20|34-5=29
34+1=33|34+1=35
34+11=43|34+11=45
34+12=40|34+12=46
34+12=49|34+12=46
34+15=40|34+15=49
34+15=46|34+15=49
34+16=56|34+16=50
34+16=59|34+16=50
34+18=53|34+18=52
34+19=52|34+19=53
34+19=55|34+19=53
34+2=30|34+2=36
34+2=39|34+2=36
34+21=53|34+21=55
34+22=50|34+22=56
34+22=59|34+22=56
34+25=50|34+25=59
34+25=56|34+25=59
34+26=66|34+26=60
34+26=69|34+26=60
34+28=63|34+28=62
34+29=62|34+29=63
34+32=60|34+32=66
34+32=69|34+32=66
34+35=60|34+35=69
34+35=66|34+35=69
34+36=76|34+36=70
34+36=79|34+36=70
34+38=73|34+38=72
34+39=72|34+39=73
34+39=75|34+39=73
34+41=73|34+41=75
34+42=70|34+42=76
34+42=79|34+42=76
34+45=70|34+45=79
34+45=76|34+45=79
34+46=86|34+46=80
34+46=89|34+46=80
34+48=83|34+48=82
34+49=82|34+49=83
34+49=85|34+49=83
34+5=30|34+5=39
34+5=36|34+5=39
34+51=83|34+51=85
34+52=80|34+52=86
34+52=89|34+52=86
34+55=86|34+55=89
34+56=96|34+56=90
34+58=93|34+58=92
34+59=92|34+59=93
34+59=95|34+59=93
34+6=46|34+6=40
34+6=49|34+6=40
34+61=93|34+61=95
34+62=90|34+62=96
34+62=99|34+62=96
34+65=96|34+65=99
34+66=106|34+66=100
34+66=109|34+66=100
34+68=103|34+68=102
34+69=102|34+69=103
34+69=105|34+69=103
34+71=103|34+71=105
34+72=100|34+72=106
34+72=109|34+72=106
34+75=100|34+75=109
34+75=106|34+75=109
34+76=116|34+76=110
34+76=119|34+76=110
34+78=113|34+78=112
34+79=112|34+79=113
34+79=115|34+79=113
34+8=43|34+8=42
34+81=113|34+81=115
34+82=110|34+82=116
34+82=119|34+82=116
34+85=110|34+85=119
34+85=116|34+85=119
34+86=126|34+86=120
34+86=129|34+86=120
34+88=123|34+88=122
34+89=122|34+89=123
34+89=125|34+89=123
34+9=42|34+9=43
34+9=45|34+9=43
34+91=123|34+91=125
34+92=120|34+92=126
34+92=129|34+92=126
34+95=120|34+95=129
34+95=126|34+95=129
34+96=136|34+96=130
34+96=139|34+96=130
34+98=133|34+98=132
34+99=132|34+99=133
34+99=135|34+99=133
35-12=25|35-12=23
35-15=26|35-15=20
35-15=29|35-15=20
35-16=10|35-16=19
35-19=10|35-19=16
35-2=35|35-2=33
35-22=15|35-22=13
35-25=16|35-25=10
35-25=19|35-25=10
35-26=0|35-26=9
35-29=0|35-29=6
35-32=5|35-32=3
35-5=36|35-5=30
35-5=39|35-5=30
35-6=20|35-6=29
35-9=20|35-9=26
35+1=30|35+1=36
35+1=39|35+1=36
35+11=40|35+11=46
35+11=49|35+11=46
35+14=40|35+14=49
35+14=46|35+14=49
35+15=56|35+15=50
35+15=59|35+15=50
35+17=53|35+17=52
35+21=50|35+21=56
35+21=59|35+21=56
35+24=50|35+24=59
35+24=56|35+24=59
35+25=66|35+25=60
35+25=69|35+25=60
35+27=63|35+27=62
35+31=60|35+31=66
35+31=69|35+31=66
35+34=60|35+34=69
35+34=66|35+34=69
35+35=76|35+35=70
35+35=79|35+35=70
35+37=73|35+37=72
35+4=30|35+4=39
35+4=36|35+4=39
35+41=70|35+41=76
35+41=79|35+41=76
35+44=70|35+44=79
35+44=76|35+44=79
35+45=86|35+45=80
35+45=89|35+45=80
35+47=83|35+47=82
35+5=46|35+5=40
35+5=49|35+5=40
35+51=89|35+51=86
35+54=86|35+54=89
35+55=96|35+55=90
35+55=99|35+55=90
35+57=93|35+57=92
35+61=99|35+61=96
35+64=96|35+64=99
35+65=106|35+65=100
35+65=109|35+65=100
35+67=103|35+67=102
35+7=43|35+7=42
35+71=100|35+71=106
35+71=109|35+71=106
35+74=100|35+74=109
35+74=106|35+74=109
35+75=116|35+75=110
35+75=119|35+75=110
35+77=113|35+77=112
35+81=110|35+81=116
35+81=119|35+81=116
35+84=110|35+84=119
35+84=116|35+84=119
35+85=126|35+85=120
35+85=129|35+85=120
35+87=123|35+87=122
35+91=120|35+91=126
35+91=129|35+91=126
35+94=120|35+94=129
35+94=126|35+94=129
35+95=136|35+95=130
35+95=139|35+95=130
35+97=133|35+97=132
36-1=33|36-1=35
36-11=23|36-11=25
36-13=22|36-13=23
