0+10=16|6+10=16
43-87=190|43+87=130
43-88=111|43+68=111
43-88=123|43+80=123
43-88=129|43+86=129
43-88=132|43+89=132
43-88=137|43+88=131
43-88=141|43+98=141
43-88=191|43+88=131
43-89=112|43+69=112
43-89=126|43+83=126
43-89=128|43+85=128
43-89=142|43+99=142
43-89=192|43+89=132
43-9=30|43-5=38
43-9=36|43-5=38
43-9=39|43-5=38
43-9=46|49-3=46
43-9=48|49-9=40
43-9=62|43+9=52
43-9=92|43+9=52
43-9=95|43-8=35
43-90=139|43+90=133
43-90=193|43+90=133
43-90=73|43+30=73
43-90=93|43+50=93
43-91=194|43+91=134
43-91=74|43+31=74
43-91=94|43+51=94
43-92=136|43+92=135
43-92=139|43+92=135
43-92=195|43+92=135
43-92=75|43+32=75
43-92=95|43+52=95
43-93=138|43+93=136
43-93=196|43+93=136
43-93=76|43+33=76
43-93=96|43+53=96
43-94=197|43+94=137
43-94=3|43-34=9
43-94=5|43-34=9
43-94=77|43+34=77
43-94=97|43+54=97
43-95=0|43-35=8
43-95=198|43+95=138
43-95=6|43-35=8
43-95=78|43+35=78
43-95=9|43-35=8
43-95=98|43+55=98
43-96=1|43-36=7
43-96=138|43+95=138
43-96=199|43+96=139
43-96=79|43+36=79
43-96=99|43+56=99
43-97=100|43+57=100
43-97=134|43+91=134
43-97=148|43+97=140
43-97=5|43-37=6
43-97=80|43+37=80
43-98=101|43+58=101
43-98=133|43+90=133
43-98=139|43+96=139
43-98=142|43+99=142
43-98=147|43+98=141
43-98=81|43+38=81
43-99=102|43+59=102
43-99=136|43+93=136
43-99=138|43+95=138
43-99=82|43+39=82
43+0=35|43-8=35
43+0=49|43+6=49
43+0=57|43+8=51
43+0=61|43+8=51
43+0=91|43+8=51
43+1=36|43-7=36
43+1=48|49-1=48
43+1=58|43+7=50
43+1=60|43+7=50
43+1=90|43+7=50
43+10=119|43+70=113
43+10=173|43+70=113
43+10=25|43-18=25
43+10=39|49-10=39
43+10=52|42+10=52
43+10=55|43+10=53
43+10=58|49+10=59
43+10=67|43+18=61
43+10=69|49+10=59
43+10=81|43+18=61
43+10=99|49+10=59
43+11=174|43+71=114
43+11=26|43-17=26
43+11=38|49-11=38
43+11=68|43+17=60
43+11=80|43+17=60
43+12=116|43+72=115
43+12=119|43+72=115
43+12=175|43+72=115
43+12=37|49-12=37
43+12=67|49+12=61
43+12=81|49+12=61
43+13=118|43+73=116
43+13=176|43+73=116
43+13=24|43-19=24
43+13=36|49-13=36
43+13=55|42+13=55
43+13=58|43+15=58
43+13=82|43+19=62
43+14=177|43+74=117
43+14=23|43-14=29
43+14=25|43-14=29
43+14=35|49-14=35
43+14=69|49+14=63
43+14=83|49+14=63
43+15=178|43+75=118
43+15=20|43-15=28
43+15=24|43-19=24
43+15=26|43-15=28
43+15=27|43-16=27
43+15=29|43-15=28
43+15=34|49-15=34
43+15=60|43+15=58
43+15=69|43+15=58
43+15=82|43+19=62
43+15=84|49+15=64
43+15=99|43+15=58
43+16=118|43+75=118
43+16=179|43+76=119
43+16=21|43-16=27
43+16=25|43-18=25
43+16=33|49-16=33
43+16=50|43+15=58
43+16=56|43+15=58
43+16=66|49+16=65
43+16=67|43+18=61
43+16=69|49+16=65
43+16=81|43+18=61
43+16=85|49+16=65
43+17=128|43+77=120
43+17=25|43-17=26
43+17=32|49-17=32
43+17=68|49+17=66
43+17=86|49+17=66
43+18=127|43+78=121
43+18=31|49-18=31
43+18=52|43+19=62
43+18=53|43+16=59
43+18=55|43+16=59
43+18=87|49+18=67
43+19=25|43-18=25
43+19=30|49-19=30
43+19=50|43+15=58
43+19=55|43+13=56
43+19=56|43+15=58
43+19=59|43+15=58
43+19=64|45+19=64
43+19=67|43+18=61
43+19=81|43+18=61
43+19=88|49+19=68
43+2=47|49-2=47
43+2=57|49+2=51
43+2=61|49+2=51
43+2=91|49+2=51
43+20=15|43-28=15
43+20=29|49-20=29
43+20=62|42+20=62
43+20=65|43+20=63
43+20=68|49+20=69
43+20=77|43+28=71
43+20=89|49+20=69
43+21=16|43-27=16
43+21=28|49-21=28
43+21=78|43+27=70
43+22=27|49-22=27
43+22=77|49+22=71
43+23=14|43-29=14
43+23=26|49-23=26
43+23=65|42+23=65
43+23=68|43+25=68
43+24=13|43-24=19
43+24=15|43-24=19
43+24=25|49-24=25
43+24=79|49+24=73
43+25=10|43-25=18
43+25=14|43-29=14
43+25=16|43-25=18
43+25=17|43-26=17
43+25=19|43-25=18
43+25=24|49-25=24
43+25=89|43+25=68
43+26=11|43-26=17
43+26=15|43-28=15
43+26=23|49-26=23
43+26=58|43+25=68
43+26=60|43+25=68
43+26=66|43+25=68
43+26=76|49+26=75
43+26=77|43+28=71
43+26=79|43+36=79
43+27=15|43-27=16
43+27=22|49-27=22
43+27=54|43+21=64
43+27=78|49+27=76
43+28=12|43+29=72
43+28=21|49-28=21
43+28=53|43+20=63
43+28=59|43+26=69
43+28=63|43+26=69
43+28=65|43+26=69
43+29=15|43-28=15
43+29=20|49-29=20
43+29=56|43+23=66
43+29=58|43+25=68
43+29=60|43+25=68
43+29=65|43+23=66
43+29=66|43+25=68
43+29=69|43+25=68
43+29=74|45+29=74
43+29=77|43+28=71
43+3=34|43-9=34
43+3=45|42+3=45
43+3=48|43+5=48
43+3=62|43+9=52
43+3=92|43+9=52
43+30=139|43+90=133
43+30=19|49-30=19
43+30=193|43+90=133
43+30=5|43-38=5
43+30=72|42+30=72
43+30=75|43+30=73
43+30=78|49+30=79
43+30=87|43+38=81
43+31=18|49-31=18
43+31=194|43+91=134
43+31=6|43-37=6
43+31=88|43+37=80
43+32=136|43+92=135
43+32=139|43+92=135
43+32=17|49-32=17
43+32=195|43+92=135
43+32=87|49+32=81
43+33=138|43+93=136
43+33=16|49-33=16
43+33=196|43+93=136
43+33=4|43-39=4
43+33=75|42+33=75
43+33=78|43+35=78
43+34=15|49-34=15
43+34=197|43+94=137
43+34=3|43-34=9
43+34=5|43-34=9
43+34=89|49+34=83
43+35=0|43-35=8
43+35=14|49-35=14
43+35=198|43+95=138
43+35=4|43-39=4
43+35=6|43-35=8
43+35=7|43-36=7
43+35=9|43-35=8
43+36=1|43-36=7
43+36=13|49-36=13
43+36=138|43+95=138
43+36=18|43+35=78
43+36=199|43+96=139
43+36=5|43-38=5
43+36=70|43+35=78
43+36=76|43+35=78
43+36=86|49+36=85
43+36=87|43+38=81
43+36=89|49+36=85
43+37=12|49-37=12
43+37=14|43+31=74
43+37=148|43+97=140
43+37=5|43-37=6
43+37=88|49+37=86
43+38=11|49-38=11
43+38=13|43+30=73
43+38=147|43+98=141
43+38=19|43+36=79
43+38=62|43+39=82
43+38=73|43+36=79
43+38=75|43+36=79
43+38=92|43+39=82
43+39=10|49-39=10
43+39=16|43+33=76
43+39=18|43+35=78
43+39=5|43-38=5
43+39=70|43+35=78
43+39=75|43+33=76
43+39=76|43+35=78
43+39=79|43+35=78
43+39=84|45+39=84
43+39=87|43+38=81
43+4=33|43-4=39
43+4=35|43-4=39
43+4=45|49-4=45
43+4=59|49+4=53
43+4=63|49+4=53
43+4=93|49+4=53
43+40=81|43+48=91
43+40=82|42+40=82
43+40=85|43+40=83
43+40=88|49+40=89
43+40=9|49-40=9
43+40=97|43+48=91
43+41=8|49-41=8
43+41=80|43+47=90
43+41=98|43+47=90
43+42=7|49-42=7
43+42=81|49+42=91
43+42=97|49+42=91
43+43=6|49-43=6
43+43=82|43+49=92
43+43=85|42+43=85
43+43=88|43+45=88
43+44=5|49-44=5
43+44=83|49+44=93
43+44=99|49+44=93
43+45=4|49-45=4
43+45=82|43+49=92
43+45=84|49+45=94
43+46=3|49-46=3
43+46=68|43+45=88
43+46=80|43+45=88
43+46=81|43+48=91
43+46=85|49+46=95
43+46=86|43+45=88
43+46=96|49+46=95
43+46=97|43+48=91
43+46=98|43+45=88
43+46=99|49+46=95
43+47=2|49-47=2
43+47=64|43+41=84
43+47=86|49+47=96
43+47=94|43+41=84
43+47=98|49+47=96
43+48=1|49-48=1
43+48=32|43+49=92
43+48=52|43+49=92
43+48=63|43+40=83
43+48=69|43+46=89
43+48=83|43+46=89
43+48=85|43+46=89
43+48=87|49+48=97
43+48=93|43+40=83
43+48=99|43+46=89
43+49=66|43+43=86
43+49=68|43+45=88
43+49=80|43+45=88
43+49=81|43+48=91
43+49=85|43+43=86
43+49=86|43+45=88
43+49=88|49+49=98
43+49=89|43+45=88
43+49=94|45+49=94
43+49=96|43+43=86
43+49=97|43+48=91
43+49=98|43+45=88
43+5=30|43-5=38
43+5=34|43-9=34
43+5=36|43-5=38
43+5=37|43-6=37
43+5=39|43-5=38
43+5=44|49-5=44
43+5=62|43+9=52
43+5=64|49+5=54
43+5=92|43+9=52
43+5=94|49+5=54
43+50=107|43+58=101
43+50=109|43+60=103
43+50=139|43+90=133
43+50=181|43+58=101
43+50=183|43+60=103
43+50=193|43+90=133
43+50=89|49+50=99
43+50=92|42+50=92
43+50=95|43+50=93
43+50=98|49+50=99
43+51=108|43+57=100
43+51=180|43+57=100
43+51=184|43+61=104
43+51=194|43+91=134
43+52=106|43+62=105
43+52=107|49+52=101
43+52=109|43+62=105
43+52=136|43+92=135
43+52=139|43+92=135
43+52=181|49+52=101
43+52=185|43+62=105
43+52=195|43+92=135
43+53=108|43+63=106
43+53=138|43+93=136
43+53=182|43+59=102
43+53=186|43+63=106
43+53=196|43+93=136
43+53=95|42+53=95
43+53=98|43+55=98
43+54=109|49+54=103
43+54=183|49+54=103
43+54=187|43+64=107
43+54=197|43+94=137
43+55=182|43+59=102
43+55=184|49+55=104
43+55=188|43+65=108
43+55=198|43+95=138
43+55=89|43+55=98
43+56=106|49+56=105
43+56=107|43+58=101
43+56=108|43+65=108
43+56=109|49+56=105
43+56=138|43+95=138
43+56=181|43+58=101
43+56=185|49+56=105
43+56=189|43+66=109
43+56=199|43+96=139
43+56=38|43+55=98
43+56=58|43+55=98
43+56=90|43+55=98
43+56=96|43+55=98
43+57=108|49+57=106
43+57=118|43+67=110
43+57=148|43+97=140
43+57=170|43+67=110
43+57=186|49+57=106
43+57=34|43+51=94
43+57=54|43+51=94
43+58=103|43+60=103
43+58=117|43+68=111
43+58=147|43+98=141
43+58=171|43+68=111
43+58=187|49+58=107
43+58=33|43+50=93
43+58=39|43+56=99
43+58=53|43+50=93
43+58=59|43+56=99
43+58=93|43+56=99
43+58=95|43+56=99
43+59=104|45+59=104
43+59=107|43+58=101
43+59=172|43+69=112
43+59=181|43+58=101
43+59=188|49+59=108
43+59=36|43+53=96
43+59=38|43+55=98
43+59=56|43+53=96
43+59=58|43+55=98
43+59=90|43+55=98
43+59=95|43+53=96
43+59=96|43+55=98
43+59=99|43+55=98
43+6=31|43-6=37
43+6=35|43-8=35
43+6=40|43+5=48
43+6=43|49-6=43
43+6=46|43+5=48
43+6=56|49+6=55
43+6=57|43+8=51
43+6=59|49+6=55
43+6=61|43+8=51
43+6=65|49+6=55
43+6=91|43+8=51
43+6=95|49+6=55
43+60=102|42+60=102
43+60=105|43+60=103
43+60=108|49+60=109
43+60=117|43+68=111
43+60=129|43+80=123
43+60=171|43+68=111
43+60=189|49+60=109
43+60=33|43+50=93
43+60=53|43+50=93
43+61=100|43+57=100
43+61=118|43+67=110
43+61=170|43+67=110
43+61=34|43+51=94
43+61=54|43+51=94
43+62=117|49+62=111
43+62=126|43+82=125
43+62=129|43+82=125
43+62=171|49+62=111
43+62=35|43+52=95
43+62=55|43+52=95
43+63=102|43+59=102
43+63=105|42+63=105
43+63=108|43+65=108
43+63=128|43+83=126
43+63=172|43+69=112
43+63=36|43+53=96
43+63=56|43+53=96
43+63=95|43+53=96
43+64=119|49+64=113
43+64=173|49+64=113
43+64=37|43+54=97
43+64=57|43+54=97
43+64=91|43+54=97
43+65=172|43+69=112
43+65=174|49+65=114
43+65=189|43+65=108
43+65=38|43+55=98
43+65=58|43+55=98
43+65=90|43+55=98
43+65=96|43+55=98
43+65=99|43+55=98
43+66=100|43+65=108
43+66=106|43+65=108
43+66=116|49+66=115
43+66=117|43+68=111
43+66=119|49+66=115
43+66=128|43+85=128
43+66=171|43+68=111
43+66=175|49+66=115
43+66=39|43+56=99
43+66=59|43+56=99
43+66=93|43+56=99
43+66=95|43+56=99
43+67=118|49+67=116
43+67=138|43+87=130
43+67=176|49+67=116
43+67=190|43+87=130
43+68=103|43+66=109
43+68=105|43+66=109
43+68=137|43+88=131
43+68=177|49+68=117
43+68=191|43+88=131
43+69=100|43+65=108
43+69=105|43+63=106
43+69=106|43+65=108
43+69=109|43+65=108
43+69=114|45+69=114
43+69=117|43+68=111
43+69=171|43+68=111
43+69=178|49+69=118
43+69=192|43+89=132
43+7=35|43-7=36
43+7=42|49-7=42
43+7=58|49+7=56
43+7=66|49+7=56
43+7=96|49+7=56
43+70=112|42+70=112
43+70=115|43+70=113
43+70=118|49+70=119
43+70=127|43+78=121
43+70=179|49+70=119
43+71=128|43+77=120
43+71=60|43+17=60
43+72=127|49+72=121
43+73=115|42+73=115
43+73=118|43+75=118
43+73=55|43+13=56
43+73=62|43+19=62
43+74=129|49+74=123
43+74=51|43+14=57
43+75=179|43+75=118
43+75=50|43+15=58
43+75=56|43+15=58
43+75=59|43+15=58
43+76=110|43+75=118
43+76=116|43+75=118
43+76=126|49+76=125
43+76=127|43+78=121
43+76=129|49+76=125
43+76=53|43+16=59
43+76=55|43+16=59
43+77=128|49+77=126
43+77=50|43+17=60
43+78=113|43+76=119
43+78=115|43+76=119
43+78=51|43+18=61
43+79=110|43+75=118
43+79=115|43+73=116
43+79=116|43+75=118
43+79=119|43+75=118
43+79=124|45+79=124
43+79=127|43+78=121
43+79=52|43+19=62
43+8=41|49-8=41
43+8=43|43+6=49
43+8=45|43+6=49
43+8=67|49+8=57
43+8=97|49+8=57
43+80=122|42+80=122
43+80=125|43+80=123
43+80=128|49+80=129
43+80=137|43+88=131
43+80=191|43+88=131
43+81=110|43+67=110
43+81=138|43+87=130
43+81=140|43+97=140
43+81=190|43+87=130
43+82=137|49+82=131
43+82=191|49+82=131
43+83=105|43+63=106
43+83=112|43+69=112
43+83=125|42+83=125
43+83=128|43+85=128
43+83=135|43+93=136
43+83=142|43+99=142
43+83=192|43+89=132
43+84=101|43+64=107
43+84=131|43+94=137
43+84=139|49+84=133
43+84=193|49+84=133
43+85=100|43+65=108
43+85=106|43+65=108
43+85=109|43+65=108
43+85=130|43+95=138
43+85=136|43+95=138
43+85=139|43+95=138
43+85=192|43+89=132
43+85=194|49+85=134
43+86=103|43+66=109
43+86=105|43+66=109
43+86=120|43+85=128
43+86=126|43+85=128
43+86=133|43+96=139
43+86=135|43+96=139
43+86=136|49+86=135
43+86=137|43+88=131
43+86=139|43+86=129
43+86=191|43+88=131
43+86=195|49+86=135
43+87=138|49+87=136
43+87=196|49+87=136
43+88=123|43+86=129
43+88=125|43+86=129
43+88=197|49+88=137
43+89=120|43+85=128
43+89=125|43+83=126
43+89=126|43+85=128
43+89=129|43+85=128
43+89=134|45+89=134
43+89=137|43+88=131
43+89=191|43+88=131
43+89=198|49+89=138
43+9=35|43-8=35
43+9=40|49-9=40
43+9=45|43+3=46
43+9=46|43+5=48
43+9=49|43+5=48
43+9=54|45+9=54
43+9=57|43+8=51
43+9=61|43+8=51
43+9=68|49+9=58
43+9=91|43+8=51
43+9=98|49+9=58
43+90=129|43+80=123
43+90=13|43+30=73
43+90=132|42+90=132
43+90=135|43+90=133
43+90=138|49+90=139
43+90=147|43+98=141
43+90=199|49+90=139
43+90=33|43+50=93
43+90=53|43+50=93
43+91=100|43+57=100
43+91=14|43+31=74
43+91=148|43+97=140
43+91=34|43+51=94
43+91=54|43+51=94
43+91=80|43+37=80
43+92=126|43+82=125
43+92=129|43+82=125
43+92=147|49+92=141
43+92=15|43+32=75
43+92=35|43+52=95
43+92=55|43+52=95
43+93=102|43+59=102
43+93=128|43+83=126
43+93=135|42+93=135
43+93=138|43+95=138
43+93=16|43+33=76
43+93=36|43+53=96
43+93=56|43+53=96
43+93=75|43+33=76
43+93=82|43+39=82
43+93=95|43+53=96
43+94=149|49+94=143
43+94=17|43+34=77
43+94=37|43+54=97
43+94=57|43+54=97
43+94=71|43+34=77
43+94=91|43+54=97
43+95=18|43+35=78
43+95=199|43+95=138
43+95=38|43+55=98
43+95=58|43+55=98
43+95=70|43+35=78
43+95=76|43+35=78
43+95=79|43+35=78
43+95=90|43+55=98
43+95=96|43+55=98
43+95=99|43+55=98
43+96=128|43+85=128
43+96=130|43+95=138
43+96=136|43+95=138
43+96=146|49+96=145
43+96=147|43+98=141
43+96=149|49+96=145
43+96=19|43+36=79
43+96=39|43+56=99
43+96=59|43+56=99
43+96=73|43+36=79
43+96=75|43+36=79
43+96=93|43+56=99
43+96=95|43+56=99
43+97=138|43+87=130
43+97=148|49+97=146
43+97=190|43+87=130
43+97=60|43+37=80
43+97=90|43+37=80
43+98=133|43+96=139
43+98=135|43+96=139
43+98=137|43+88=131
43+98=191|43+88=131
43+98=61|43+38=81
43+98=91|43+38=81
43+99=130|43+95=138
43+99=135|43+93=136
43+99=136|43+95=138
43+99=139|43+95=138
43+99=144|45+99=144
43+99=147|43+98=141
43+99=192|43+89=132
43+99=62|43+39=82
43+99=92|43+39=82
44-0=38|44-6=38
44-0=96|44-8=36
44-1=46|44+1=45
44-1=49|44+1=45
44-1=97|44-7=37
44-10=28|44-16=28
44-10=64|44+10=54
44-10=94|44+10=54
44-11=56|44+11=55
44-11=59|44+11=55
44-11=65|44+11=55
44-11=95|44+11=55
44-12=58|44+12=56
44-12=66|44+12=56
44-12=96|44+12=56
44-13=26|44-19=25
44-13=29|44-15=29
44-13=67|44+13=57
44-13=97|44+13=57
44-14=68|44+14=58
44-14=98|44+14=58
44-15=26|44-15=29
44-15=58|44+15=59
44-15=69|44+15=59
44-15=99|44+15=59
44-16=23|44-15=29
44-16=25|44-15=29
44-16=59|44+15=59
44-16=68|44+16=60
44-16=80|44+16=60
44-17=55|44+11=55
44-17=67|44+17=61
44-17=81|44+17=61
44-18=20|44-16=28
44-18=29|44-16=28
44-18=54|44+10=54
44-18=60|44+16=60
44-18=63|44+19=63
44-18=82|44+18=62
44-19=23|44-15=29
44-19=28|44-16=28
44-19=57|44+13=57
44-19=59|44+15=59
44-19=69|44+19=63
44-19=83|44+19=63
44-2=48|44+2=46
44-20=18|44-26=18
44-20=76|44-28=16
44-20=84|44+20=64
44-21=66|44+21=65
44-21=69|44+21=65
44-21=77|44-27=17
44-21=85|44+21=65
44-22=68|44+22=66
44-22=86|44+22=66
44-23=16|44-29=15
44-23=19|44-25=19
44-23=75|44-29=15
44-23=87|44+23=67
44-24=88|44+24=68
44-25=16|44-25=19
44-25=68|44+25=69
44-25=75|44-25=19
44-25=78|44-26=18
44-25=89|44+25=69
44-26=13|44-25=19
44-26=15|44-25=19
44-26=69|44+25=69
44-26=76|44-26=18
44-26=78|44+26=70
44-27=65|44+21=65
44-27=77|44+27=71
44-28=10|44-26=18
44-28=19|44-26=18
44-28=64|44+20=64
44-28=70|44+26=70
44-28=73|44+29=73
44-29=13|44-25=19
44-29=18|44-26=18
44-29=67|44+23=67
44-29=69|44+25=69
44-29=76|44-28=16
44-29=79|44+29=73
44-3=36|44-9=35
44-3=39|44-5=39
44-3=95|44-9=35
44-30=8|44-36=8
44-31=76|44+31=75
44-31=79|44+31=75
44-32=78|44+32=76
44-33=6|44-39=5
44-33=9|44-35=9
44-35=6|44-35=9
44-35=78|44+35=79
44-36=3|44-35=9
44-36=5|44-35=9
44-36=79|44+35=79
44-36=88|44+36=80
44-37=75|44+31=75
44-37=87|44+37=81
44-38=0|44-36=8
44-38=74|44+30=74
44-38=80|44+36=80
44-38=83|44+39=83
44-38=9|44-36=8
44-39=3|44-35=9
44-39=77|44+33=77
44-39=79|44+35=79
44-39=8|44-36=8
44-39=89|44+39=83
44-41=86|44+41=85
44-41=89|44+41=85
44-42=88|44+42=86
44-45=88|44+45=89
44-46=80|44+46=90
44-46=89|44+45=89
44-46=98|44+46=90
44-47=81|44+47=91
44-47=85|44+41=85
44-47=97|44+47=91
44-48=82|44+48=92
44-48=84|44+40=84
44-48=90|44+46=90
44-48=93|44+49=93
44-49=83|44+49=93
44-49=87|44+43=87
44-49=89|44+45=89
44-49=99|44+49=93
44-5=36|44-5=39
44-5=48|44+5=49
44-5=95|44-5=39
44-5=98|44-6=38
44-50=84|44+50=94
44-51=85|44+51=95
44-51=96|44+51=95
44-51=99|44+51=95
44-52=86|44+52=96
44-52=98|44+52=96
44-53=87|44+53=97
44-54=88|44+54=98
44-55=89|44+55=99
44-55=98|44+55=99
44-56=108|44+56=100
44-56=180|44+56=100
44-56=99|44+55=99
44-57=107|44+57=101
44-57=181|44+57=101
44-57=95|44+51=95
44-58=100|44+56=100
44-58=103|44+59=103
44-58=182|44+58=102
44-58=94|44+50=94
44-59=109|44+59=103
44-59=183|44+59=103
44-59=97|44+53=97
44-59=99|44+55=99
44-6=33|44-5=39
44-6=35|44-5=39
44-6=49|44+5=49
44-6=58|44-6=38
44-6=60|44+6=50
44-6=90|44-6=38
44-6=96|44-6=38
44-60=184|44+60=104
44-60=94|44+50=94
44-61=106|44+61=105
44-61=109|44+61=105
44-61=185|44+61=105
44-61=95|44+51=95
44-62=108|44+62=106
44-62=186|44+62=106
44-62=96|44+52=96
44-63=187|44+63=107
44-63=97|44+53=97
44-64=188|44+64=108
44-64=98|44+54=98
44-65=108|44+65=109
44-65=189|44+65=109
44-65=99|44+55=99
44-66=100|44+56=100
44-66=109|44+65=109
44-66=118|44+66=110
44-66=170|44+66=110
44-67=101|44+57=101
44-67=105|44+61=105
44-67=117|44+67=111
44-67=171|44+67=111
44-68=102|44+58=102
44-68=104|44+60=104
44-68=110|44+66=110
44-68=113|44+69=113
44-68=172|44+68=112
44-69=103|44+59=103
44-69=107|44+63=107
44-69=109|44+65=109
44-69=119|44+69=113
44-69=173|44+69=113
44-7=45|44+1=45
44-7=57|44-7=37
44-7=61|44+7=51
44-7=91|44-7=37
44-70=174|44+70=114
44-70=54|44+10=54
44-71=116|44+71=115
44-71=119|44+71=115
44-71=175|44+71=115
44-71=55|44+11=55
44-72=118|44+72=116
44-72=176|44+72=116
44-72=56|44+12=56
44-73=177|44+73=117
44-73=57|44+13=57
44-74=178|44+74=118
44-74=58|44+14=58
44-75=118|44+75=119
44-75=179|44+75=119
44-75=23|44-15=29
44-75=25|44-15=29
44-75=59|44+15=59
44-76=119|44+75=119
44-76=128|44+76=120
44-76=20|44-16=28
44-76=26|44-16=28
44-76=29|44-16=28
44-76=60|44+16=60
44-77=115|44+71=115
44-77=127|44+77=121
44-77=21|44-17=27
44-77=61|44+17=61
44-78=114|44+70=114
44-78=120|44+76=120
44-78=123|44+79=123
44-78=25|44-18=26
44-78=62|44+18=62
44-79=117|44+73=117
44-79=119|44+75=119
44-79=129|44+79=123
44-79=63|44+19=63
44-8=30|44-6=38
44-8=39|44-6=38
44-8=50|44+6=50
44-8=53|44+9=53
44-8=62|44+8=52
44-8=92|44+8=52
44-80=104|44+60=104
44-80=134|44+90=134
44-81=105|44+61=105
44-81=126|44+81=125
44-81=129|44+81=125
44-81=135|44+91=135
44-82=106|44+62=106
44-82=128|44+82=126
44-82=136|44+92=136
44-83=107|44+63=107
44-83=137|44+93=137
44-84=108|44+64=108
44-84=138|44+94=138
44-85=109|44+65=109
44-85=128|44+85=129
44-85=139|44+95=139
44-86=110|44+66=110
44-86=129|44+85=129
44-86=138|44+86=130
44-86=140|44+96=140
44-86=190|44+86=130
44-87=111|44+67=111
44-87=125|44+81=125
44-87=137|44+87=131
44-87=141|44+97=141
44-87=191|44+87=131
44-88=112|44+68=112
44-88=124|44+80=124
44-88=130|44+86=130
44-88=133|44+89=133
44-88=142|44+98=142
44-88=192|44+88=132
44-89=113|44+69=113
44-89=127|44+83=127
44-89=129|44+85=129
44-89=139|44+89=133
44-89=143|44+99=143
44-89=193|44+89=133
44-9=33|44-5=39
44-9=38|44-6=38
44-9=47|44+3=47
44-9=49|44+5=49
44-9=59|44+9=53
44-9=63|44+9=53
44-9=93|44+9=53
44-9=96|44-8=36
44-90=194|44+90=134
44-90=74|44+30=74
44-90=94|44+50=94
44-91=136|44+91=135
44-91=139|44+91=135
44-91=195|44+91=135
44-91=75|44+31=75
44-91=95|44+51=95
44-92=138|44+92=136
44-92=196|44+92=136
44-92=76|44+32=76
44-92=96|44+52=96
44-93=197|44+93=137
44-93=77|44+33=77
44-93=97|44+53=97
44-94=198|44+94=138
44-94=78|44+34=78
44-94=98|44+54=98
44-95=138|44+95=139
44-95=199|44+95=139
44-95=3|44-35=9
44-95=5|44-35=9
44-95=79|44+35=79
44-95=99|44+55=99
44-96=0|44-36=8
44-96=100|44+56=100
44-96=139|44+95=139
44-96=148|44+96=140
44-96=6|44-36=8
44-96=80|44+36=80
44-96=9|44-36=8
44-97=1|44-37=7
44-97=101|44+57=101
44-97=135|44+91=135
44-97=147|44+97=141
44-97=81|44+37=81
44-98=102|44+58=102
44-98=134|44+90=134
44-98=140|44+96=140
44-98=143|44+99=143
44-98=5|44-38=6
44-98=82|44+38=82
44-99=103|44+59=103
44-99=137|44+93=137
44-99=139|44+95=139
44-99=149|44+99=143
44-99=83|44+39=83
44+0=36|44-8=36
44+0=62|44+8=52
44+0=92|44+8=52
44+1=37|44-7=37
44+1=57|44+7=51
44+1=61|44+7=51
44+1=91|44+7=51
44+10=174|44+70=114
44+10=26|44-18=26
44+10=82|44+18=62
44+11=116|44+71=115
44+11=119|44+71=115
44+11=175|44+71=115
44+11=27|44-17=27
44+11=67|44+17=61
44+11=81|44+17=61
44+12=118|44+72=116
44+12=176|44+72=116
44+13=177|44+73=117
44+13=25|44-19=25
44+13=69|44+19=63
44+13=83|44+19=63
44+14=178|44+74=118
44+15=118|44+75=119
44+15=179|44+75=119
44+15=23|44-15=29
44+15=25|44-15=29
44+15=28|44-16=28
44+15=68|44+16=60
44+15=69|44+19=63
44+15=80|44+16=60
44+15=83|44+19=63
44+16=128|44+76=120
44+16=20|44-16=28
44+16=26|44-16=28
44+16=29|44-16=28
44+16=53|44+15=59
44+16=55|44+15=59
44+16=82|44+18=62
44+17=127|44+77=121
44+17=21|44-17=27
44+18=25|44-18=26
44+18=50|44+16=60
44+18=53|44+19=63
44+19=129|44+79=123
44+19=26|44-18=26
44+19=51|44+13=57
44+19=53|44+15=59
44+19=55|44+15=59
44+19=82|44+18=62
44+20=16|44-28=16
44+21=17|44-27=17
44+21=77|44+27=71
44+23=15|44-29=15
44+23=79|44+29=73
44+25=13|44-25=19
44+25=15|44-25=19
44+25=18|44-26=18
44+25=78|44+26=70
44+25=79|44+29=73
44+26=10|44-26=18
44+26=16|44-26=18
44+26=19|44-26=18
44+26=59|44+25=69
44+26=63|44+25=69
44+26=65|44+25=69
44+27=11|44-27=17
44+27=55|44+21=65
44+28=10|44+26=70
44+28=13|44+29=73
44+28=15|44-28=16
44+28=54|44+20=64
44+29=16|44-28=16
44+29=57|44+23=67
44+29=59|44+25=69
44+29=61|44+23=67
44+29=63|44+25=69
44+29=65|44+25=69
44+3=35|44-9=35
44+3=59|44+9=53
44+3=63|44+9=53
44+3=93|44+9=53
44+30=194|44+90=134
44+30=6|44-38=6
44+31=136|44+91=135
44+31=139|44+91=135
44+31=195|44+91=135
44+31=7|44-37=7
44+31=87|44+37=81
44+32=138|44+92=136
44+32=196|44+92=136
44+33=197|44+93=137
44+33=5|44-39=5
44+33=89|44+39=83
44+34=198|44+94=138
44+35=138|44+95=139
44+35=199|44+95=139
44+35=3|44-35=9
44+35=5|44-35=9
44+35=8|44-36=8
44+35=88|44+36=80
44+35=89|44+39=83
44+36=0|44-36=8
44+36=148|44+96=140
