0+11=17|6+11=17
25-7=16|23-7=16
25-9=14|23-9=14
25+0=31|25+6=31
25+0=34|25+9=34
25+1=24|23+1=24
25+10=41|25+16=41
25+10=44|25+19=44
25+11=34|23+11=34
25+12=35|23+12=35
25+12=38|25+13=38
25+13=36|23+13=36
25+13=37|25+12=37
25+13=40|25+15=40
25+14=37|23+14=37
25+16=35|25+10=35
25+16=39|23+16=39
25+18=41|23+18=41
25+19=35|25+10=35
25+2=25|23+2=25
25+2=28|25+3=28
25+20=51|25+26=51
25+20=54|25+29=54
25+21=44|23+21=44
25+22=45|23+22=45
25+22=48|25+23=48
25+23=46|23+23=46
25+23=47|25+22=47
25+23=50|25+25=50
25+24=47|23+24=47
25+26=45|25+20=45
25+26=49|23+26=49
25+28=51|23+28=51
25+29=45|25+20=45
25+3=27|25+2=27
25+3=30|25+5=30
25+30=61|25+36=61
25+30=64|25+39=64
25+31=54|23+31=54
25+32=55|23+32=55
25+32=58|25+33=58
25+33=56|23+33=56
25+33=57|25+32=57
25+34=57|23+34=57
25+36=55|25+30=55
25+36=59|23+36=59
25+38=61|23+38=61
25+39=55|25+30=55
25+4=27|23+4=27
25+40=71|25+46=71
25+40=74|25+49=74
25+41=64|23+41=64
25+42=65|23+42=65
25+42=68|25+43=68
25+43=66|23+43=66
25+43=67|25+42=67
25+43=70|25+45=70
25+44=67|23+44=67
25+46=65|25+40=65
25+46=69|23+46=69
25+48=71|23+48=71
25+49=65|25+40=65
25+50=81|25+56=81
25+50=84|25+59=84
25+51=74|23+51=74
25+52=75|23+52=75
25+52=78|25+53=78
25+53=76|23+53=76
25+53=77|25+52=77
25+53=80|25+55=80
25+54=77|23+54=77
25+56=75|25+50=75
25+56=79|23+56=79
25+58=81|23+58=81
25+59=75|25+50=75
25+6=29|23+6=29
25+60=91|25+66=91
25+60=94|25+69=94
25+61=84|23+61=84
25+62=85|23+62=85
25+62=88|25+63=88
25+63=86|23+63=86
25+63=87|25+62=87
25+63=90|25+65=90
25+64=87|23+64=87
25+66=89|23+66=89
25+68=91|23+68=91
25+70=101|25+76=101
25+70=104|25+79=104
25+71=94|23+71=94
25+72=95|23+72=95
25+72=98|25+73=98
25+73=100|25+75=100
25+73=96|23+73=96
25+73=97|25+72=97
25+74=97|23+74=97
25+76=95|25+70=95
25+76=99|23+76=99
25+78=101|23+78=101
25+79=95|25+70=95
25+8=31|23+8=31
25+80=111|25+86=111
25+80=114|25+89=114
25+81=104|23+81=104
25+82=105|23+82=105
25+82=108|25+83=108
25+83=106|23+83=106
25+83=107|25+82=107
25+84=107|23+84=107
25+86=105|25+80=105
25+86=109|23+86=109
25+88=111|23+88=111
25+89=105|25+80=105
25+90=121|25+96=121
25+90=124|25+99=124
25+91=114|23+91=114
25+92=115|23+92=115
25+92=118|25+93=118
25+93=116|23+93=116
25+93=117|25+92=117
25+93=120|25+95=120
25+94=117|23+94=117
25+96=115|25+90=115
25+96=119|23+96=119
25+98=121|23+98=121
25+99=115|25+90=115
26-1=19|20-1=19
26-1=28|29-1=28
26-11=18|29-11=18
26-11=9|20-11=9
26-12=13|26-13=13
26-12=17|29-12=17
26-12=8|20-12=8
26-13=11|26-15=11
26-13=14|26-12=14
26-13=7|20-13=7
26-14=15|29-14=15
26-14=6|20-14=6
26-15=13|26-13=13
26-15=14|29-15=14
26-15=5|20-15=5
26-16=4|20-16=4
26-17=12|29-17=12
26-17=3|20-17=3
26-18=11|29-18=11
26-18=2|20-18=2
26-19=1|20-19=1
26-19=16|26-10=16
26-2=18|20-2=18
26-2=23|26-3=23
26-21=8|29-21=8
26-22=3|26-23=3
26-22=7|29-22=7
26-23=1|26-25=1
26-23=4|26-22=4
26-24=5|29-24=5
26-25=3|26-23=3
26-25=4|29-25=4
26-27=2|29-27=2
26-28=1|29-28=1
26-29=6|26-20=6
26-3=17|20-3=17
26-3=21|26-5=21
26-3=24|26-2=24
26-4=16|20-4=16
26-4=25|29-4=25
26-5=15|20-5=15
26-5=23|26-3=23
26-5=24|29-5=24
26-6=14|20-6=14
26-7=13|20-7=13
26-7=22|29-7=22
26-8=12|20-8=12
26-8=21|29-8=21
26-9=11|20-9=11
26+0=32|26+6=32
26+0=35|26+9=35
26+1=21|20+1=21
26+1=30|29+1=30
26+10=42|26+16=42
26+10=45|26+19=45
26+11=31|20+11=31
26+11=40|29+11=40
26+12=32|20+12=32
26+12=39|26+13=39
26+12=41|29+12=41
26+13=33|20+13=33
26+13=38|26+12=38
26+13=41|26+15=41
26+13=42|29+13=42
26+14=34|20+14=34
26+14=43|29+14=43
26+15=35|20+15=35
26+15=39|26+13=39
26+17=37|20+17=37
26+19=36|26+10=36
26+19=39|20+19=39
26+19=42|26+16=42
26+19=48|29+19=48
26+2=22|20+2=22
26+2=29|26+3=29
26+2=31|29+2=31
26+20=52|26+26=52
26+20=55|26+29=55
26+21=41|20+21=41
26+21=50|29+21=50
26+22=42|20+22=42
26+22=49|26+23=49
26+22=51|29+22=51
26+23=43|20+23=43
26+23=48|26+22=48
26+23=51|26+25=51
26+23=52|29+23=52
26+24=44|20+24=44
26+24=53|29+24=53
26+25=45|20+25=45
26+25=49|26+23=49
26+27=47|20+27=47
26+29=46|26+20=46
26+29=49|20+29=49
26+29=52|26+26=52
26+29=58|29+29=58
26+3=23|20+3=23
26+3=28|26+2=28
26+3=31|26+5=31
26+3=32|29+3=32
26+30=62|26+36=62
26+31=51|20+31=51
26+31=60|29+31=60
26+32=52|20+32=52
26+32=59|26+33=59
26+32=61|29+32=61
26+33=53|20+33=53
26+33=58|26+32=58
26+33=61|26+35=61
26+33=62|29+33=62
26+34=54|20+34=54
26+34=63|29+34=63
26+35=55|20+35=55
26+35=59|26+33=59
26+37=57|20+37=57
26+39=62|26+36=62
26+39=68|29+39=68
26+4=33|29+4=33
26+40=72|26+46=72
26+40=75|26+49=75
26+41=61|20+41=61
26+41=70|29+41=70
26+42=62|20+42=62
26+42=69|26+43=69
26+42=71|29+42=71
26+43=63|20+43=63
26+43=68|26+42=68
26+43=71|26+45=71
26+43=72|29+43=72
26+44=64|20+44=64
26+44=73|29+44=73
26+45=65|20+45=65
26+45=69|26+43=69
26+47=67|20+47=67
26+49=66|26+40=66
26+49=69|20+49=69
26+49=72|26+46=72
26+49=78|29+49=78
26+5=25|20+5=25
26+5=29|26+3=29
26+50=82|26+56=82
26+51=71|20+51=71
26+51=80|29+51=80
26+52=72|20+52=72
26+52=79|26+53=79
26+52=81|29+52=81
26+53=73|20+53=73
26+53=78|26+52=78
26+53=81|26+55=81
26+53=82|29+53=82
26+54=74|20+54=74
26+54=83|29+54=83
26+55=75|20+55=75
26+55=79|26+53=79
26+57=77|20+57=77
26+59=76|26+50=76
26+59=79|20+59=79
26+59=82|26+56=82
26+59=88|29+59=88
26+60=92|26+66=92
26+61=81|20+61=81
26+61=90|29+61=90
26+62=82|20+62=82
26+62=89|26+63=89
26+62=91|29+62=91
26+63=83|20+63=83
26+63=88|26+62=88
26+63=91|26+65=91
26+63=92|29+63=92
26+64=84|20+64=84
26+64=93|29+64=93
26+65=89|26+63=89
26+67=87|20+67=87
26+69=86|26+60=86
26+69=89|20+69=89
26+69=92|26+66=92
26+69=98|29+69=98
26+7=27|20+7=27
26+70=102|26+76=102
26+70=105|26+79=105
26+71=100|29+71=100
26+71=91|20+71=91
26+72=101|29+72=101
26+72=92|20+72=92
26+72=99|26+73=99
26+73=101|26+75=101
26+73=102|29+73=102
26+73=93|20+73=93
26+73=98|26+72=98
26+74=103|29+74=103
26+74=94|20+74=94
26+75=95|20+75=95
26+75=99|26+73=99
26+77=97|20+77=97
26+79=102|26+76=102
26+79=108|29+79=108
26+79=96|26+70=96
26+79=99|20+79=99
26+80=112|26+86=112
26+81=101|20+81=101
26+81=110|29+81=110
26+82=102|20+82=102
26+82=109|26+83=109
26+82=111|29+82=111
26+83=103|20+83=103
26+83=108|26+82=108
26+83=111|26+85=111
26+83=112|29+83=112
26+84=104|20+84=104
26+84=113|29+84=113
26+85=105|20+85=105
26+85=109|26+83=109
26+87=107|20+87=107
26+89=106|26+80=106
26+89=109|20+89=109
26+89=112|26+86=112
26+89=118|29+89=118
26+9=29|20+9=29
26+9=32|26+6=32
26+9=38|29+9=38
26+90=122|26+96=122
26+90=125|26+99=125
26+91=111|20+91=111
26+91=120|29+91=120
26+92=112|20+92=112
26+92=119|26+93=119
26+92=121|29+92=121
26+93=113|20+93=113
26+93=118|26+92=118
26+93=121|26+95=121
26+93=122|29+93=122
26+94=114|20+94=114
26+94=123|29+94=123
26+95=115|20+95=115
26+95=119|26+93=119
26+97=117|20+97=117
26+99=122|26+96=122
26+99=128|29+99=128
27-10=11|27-16=11
27-12=14|27-13=14
27-13=12|27-15=12
27-13=15|27-12=15
27-15=14|27-13=14
27-16=17|27-10=17
27-19=11|27-16=11
27-19=17|27-10=17
27-2=24|27-3=24
27-20=1|27-26=1
27-22=4|27-23=4
27-23=2|27-25=2
27-23=5|27-22=5
27-25=4|27-23=4
27-26=7|27-20=7
27-29=1|27-26=1
27-29=7|27-20=7
27-3=22|27-5=22
27-3=25|27-2=25
27-5=24|27-3=24
27-9=21|27-6=21
27+0=33|27+6=33
27+10=43|27+16=43
27+12=40|27+13=40
27+13=39|27+12=39
27+13=42|27+15=42
27+16=37|27+10=37
27+19=37|27+10=37
27+19=43|27+16=43
27+2=30|27+3=30
27+20=53|27+26=53
27+22=50|27+23=50
27+23=49|27+22=49
27+23=52|27+25=52
27+26=47|27+20=47
27+29=47|27+20=47
27+29=53|27+26=53
27+3=29|27+2=29
27+3=32|27+5=32
27+30=63|27+36=63
27+32=60|27+33=60
27+33=59|27+32=59
27+33=62|27+35=62
27+36=57|27+30=57
27+39=57|27+30=57
27+39=63|27+36=63
27+40=73|27+46=73
27+42=70|27+43=70
27+43=69|27+42=69
27+43=72|27+45=72
27+46=67|27+40=67
27+49=67|27+40=67
27+49=73|27+46=73
27+50=83|27+56=83
27+52=80|27+53=80
27+53=79|27+52=79
27+53=82|27+55=82
27+56=77|27+50=77
27+59=77|27+50=77
27+59=83|27+56=83
27+60=93|27+66=93
27+62=90|27+63=90
27+63=89|27+62=89
27+63=92|27+65=92
27+66=87|27+60=87
27+69=87|27+60=87
27+69=93|27+66=93
27+70=103|27+76=103
27+72=100|27+73=100
27+73=102|27+75=102
27+73=99|27+72=99
27+76=97|27+70=97
27+79=103|27+76=103
27+79=97|27+70=97
27+80=113|27+86=113
27+82=110|27+83=110
27+83=109|27+82=109
27+83=112|27+85=112
27+86=107|27+80=107
27+89=107|27+80=107
27+89=113|27+86=113
27+9=33|27+6=33
27+90=123|27+96=123
27+92=120|27+93=120
27+93=119|27+92=119
27+93=122|27+95=122
27+96=117|27+90=117
27+99=117|27+90=117
27+99=123|27+96=123
28-0=19|28-9=19
28-0=22|28-6=22
28-10=12|28-16=12
28-10=9|28-19=9
28-12=15|28-13=15
28-13=16|28-12=16
28-16=9|28-19=9
28-19=12|28-16=12
28-2=25|28-3=25
28-20=2|28-26=2
28-22=5|28-23=5
28-23=6|28-22=6
28-29=2|28-26=2
28-3=26|28-2=26
28-6=19|28-9=19
28-9=22|28-6=22
28+12=41|28+13=41
28+13=40|28+12=40
28+13=43|28+15=43
28+15=41|28+13=41
28+2=31|28+3=31
28+22=51|28+23=51
28+23=50|28+22=50
28+23=53|28+25=53
28+25=51|28+23=51
28+3=30|28+2=30
28+3=33|28+5=33
28+32=61|28+33=61
28+33=60|28+32=60
28+33=63|28+35=63
28+35=61|28+33=61
28+42=71|28+43=71
28+43=70|28+42=70
28+43=73|28+45=73
28+45=71|28+43=71
28+5=31|28+3=31
28+52=81|28+53=81
28+53=80|28+52=80
28+55=81|28+53=81
28+62=91|28+63=91
28+63=90|28+62=90
28+65=91|28+63=91
28+72=101|28+73=101
28+73=100|28+72=100
28+73=103|28+75=103
28+75=101|28+73=101
28+82=111|28+83=111
28+83=110|28+82=110
28+83=113|28+85=113
28+85=111|28+83=111
28+92=121|28+93=121
28+93=120|28+92=120
28+93=123|28+95=123
28+95=121|28+93=121
29-1=19|20-1=19
29-1=25|26-1=25
29-10=13|29-16=13
29-11=15|26-11=15
29-11=9|20-11=9
29-12=14|26-12=14
29-12=16|29-13=16
29-12=8|20-12=8
29-13=13|26-13=13
29-13=14|29-15=14
29-13=17|29-12=17
29-13=7|20-13=7
29-14=12|26-14=12
29-14=6|20-14=6
29-15=11|26-15=11
29-15=16|29-13=16
29-15=5|20-15=5
29-16=19|29-10=19
29-16=4|20-16=4
29-17=3|20-17=3
29-18=2|20-18=2
29-18=8|26-18=8
29-19=1|20-19=1
29-2=18|20-2=18
29-2=24|26-2=24
29-2=26|29-3=26
29-20=3|29-26=3
29-21=5|26-21=5
29-22=4|26-22=4
29-22=6|29-23=6
29-23=3|26-23=3
29-23=4|29-25=4
29-23=7|29-22=7
29-24=2|26-24=2
29-25=1|26-25=1
29-25=6|29-23=6
29-26=9|29-20=9
29-3=17|20-3=17
29-3=23|26-3=23
29-3=24|29-5=24
29-3=27|29-2=27
29-4=16|20-4=16
29-4=22|26-4=22
29-5=15|20-5=15
29-5=21|26-5=21
29-5=26|29-3=26
29-6=14|20-6=14
29-7=13|20-7=13
29-8=12|20-8=12
29-8=18|26-8=18
29-9=11|20-9=11
29+0=35|29+6=35
29+0=38|29+9=38
29+1=21|20+1=21
29+10=45|29+16=45
29+10=48|29+19=48
29+11=31|20+11=31
29+11=37|26+11=37
29+12=32|20+12=32
29+12=38|26+12=38
29+12=42|29+13=42
29+13=33|20+13=33
29+13=41|29+12=41
29+14=34|20+14=34
29+14=40|26+14=40
29+15=35|20+15=35
29+16=36|20+16=36
29+16=39|29+10=39
29+16=42|26+16=42
29+16=48|29+19=48
29+17=37|20+17=37
29+17=43|26+17=43
29+2=22|20+2=22
29+2=28|26+2=28
29+2=32|29+3=32
29+20=55|29+26=55
29+20=58|29+29=58
29+21=41|20+21=41
29+21=47|26+21=47
29+22=42|20+22=42
29+22=48|26+22=48
29+22=52|29+23=52
29+23=43|20+23=43
29+23=51|29+22=51
29+24=44|20+24=44
29+24=50|26+24=50
29+25=45|20+25=45
29+26=46|20+26=46
29+26=49|29+20=49
29+26=52|26+26=52
29+26=58|29+29=58
29+27=47|20+27=47
29+27=53|26+27=53
29+3=23|20+3=23
29+3=31|29+2=31
29+31=51|20+31=51
29+31=57|26+31=57
29+32=52|20+32=52
29+32=58|26+32=58
29+32=62|29+33=62
29+33=53|20+33=53
29+33=61|29+32=61
29+34=54|20+34=54
29+34=60|26+34=60
29+35=55|20+35=55
29+36=62|26+36=62
29+36=68|29+39=68
29+37=57|20+37=57
29+37=63|26+37=63
29+4=30|26+4=30
29+40=75|29+46=75
29+40=78|29+49=78
29+41=61|20+41=61
29+41=67|26+41=67
29+42=62|20+42=62
29+42=68|26+42=68
29+42=72|29+43=72
29+43=63|20+43=63
29+43=71|29+42=71
29+44=64|20+44=64
29+44=70|26+44=70
29+45=65|20+45=65
29+46=66|20+46=66
29+46=69|29+40=69
29+46=72|26+46=72
29+46=78|29+49=78
29+47=67|20+47=67
29+47=73|26+47=73
29+5=25|20+5=25
29+51=71|20+51=71
29+51=77|26+51=77
29+52=72|20+52=72
29+52=78|26+52=78
29+52=82|29+53=82
29+53=73|20+53=73
29+53=81|29+52=81
29+54=74|20+54=74
29+54=80|26+54=80
29+55=75|20+55=75
29+56=76|20+56=76
29+56=79|29+50=79
29+56=82|26+56=82
29+56=88|29+59=88
29+57=77|20+57=77
29+57=83|26+57=83
29+6=26|20+6=26
29+6=32|26+6=32
29+6=38|29+9=38
29+61=81|20+61=81
29+61=87|26+61=87
29+62=82|20+62=82
29+62=88|26+62=88
29+62=92|29+63=92
29+63=83|20+63=83
29+63=91|29+62=91
29+64=84|20+64=84
29+64=90|26+64=90
29+66=86|20+66=86
29+66=89|29+60=89
29+66=92|26+66=92
29+66=98|29+69=98
29+67=87|20+67=87
29+67=93|26+67=93
29+7=27|20+7=27
29+7=33|26+7=33
29+70=105|29+76=105
29+70=108|29+79=108
29+71=91|20+71=91
29+71=97|26+71=97
29+72=102|29+73=102
29+72=92|20+72=92
29+72=98|26+72=98
29+73=101|29+72=101
29+73=93|20+73=93
29+74=100|26+74=100
29+74=94|20+74=94
29+75=95|20+75=95
29+76=102|26+76=102
29+76=108|29+79=108
29+76=96|20+76=96
29+76=99|29+70=99
29+77=103|26+77=103
29+77=97|20+77=97
29+81=101|20+81=101
29+81=107|26+81=107
29+82=102|20+82=102
29+82=108|26+82=108
29+82=112|29+83=112
29+83=103|20+83=103
29+83=111|29+82=111
29+84=104|20+84=104
29+84=110|26+84=110
29+85=105|20+85=105
29+86=106|20+86=106
29+86=109|29+80=109
29+86=112|26+86=112
29+86=118|29+89=118
29+87=107|20+87=107
29+87=113|26+87=113
29+90=125|29+96=125
29+90=128|29+99=128
29+91=111|20+91=111
29+91=117|26+91=117
29+92=112|20+92=112
29+92=118|26+92=118
29+92=122|29+93=122
29+93=113|20+93=113
29+93=121|29+92=121
29+94=114|20+94=114
29+94=120|26+94=120
29+95=115|20+95=115
29+96=122|26+96=122
29+96=128|29+99=128
29+97=117|20+97=117
29+97=123|26+97=123
3+10=19|3+16=19
3+10=22|3+19=22
3+11=13|2+11=13
3+11=16|5+11=16
3+12=14|2+12=14
3+12=16|3+13=16
3+12=17|5+12=17
3+14=16|2+14=16
3+14=19|5+14=19
3+15=16|3+13=16
3+15=17|2+15=17
3+15=20|5+15=20
3+16=13|3+10=13
3+16=18|2+16=18
3+16=21|5+16=21
3+16=22|3+19=22
3+17=19|2+17=19
3+17=22|5+17=22
3+18=20|2+18=20
3+18=23|5+18=23
3+19=13|3+10=13
3+19=21|2+19=21
3+20=29|3+26=29
3+20=32|3+29=32
3+21=23|2+21=23
3+21=26|5+21=26
3+22=24|2+22=24
3+22=26|3+23=26
3+22=27|5+22=27
3+24=26|2+24=26
3+24=29|5+24=29
3+25=26|3+23=26
3+25=27|2+25=27
3+25=30|5+25=30
3+26=23|3+20=23
3+26=28|2+26=28
3+26=31|5+26=31
3+26=32|3+29=32
3+27=29|2+27=29
3+27=32|5+27=32
3+28=30|2+28=30
3+28=33|5+28=33
3+29=23|3+20=23
3+29=31|2+29=31
3+30=39|3+36=39
3+30=42|3+39=42
3+31=33|2+31=33
3+31=36|5+31=36
3+32=34|2+32=34
3+32=36|3+33=36
3+32=37|5+32=37
3+34=36|2+34=36
3+34=39|5+34=39
3+35=36|3+33=36
3+35=37|2+35=37
3+35=40|5+35=40
3+36=33|3+30=33
3+36=38|2+36=38
3+36=41|5+36=41
3+36=42|3+39=42
3+37=39|2+37=39
3+37=42|5+37=42
3+38=40|2+38=40
3+38=43|5+38=43
3+39=33|3+30=33
3+39=41|2+39=41
3+40=49|3+46=49
3+40=52|3+49=52
3+41=43|2+41=43
3+41=46|5+41=46
3+42=44|2+42=44
3+42=46|3+43=46
3+42=47|5+42=47
3+44=46|2+44=46
3+44=49|5+44=49
3+45=46|3+43=46
3+45=47|2+45=47
3+45=50|5+45=50
3+46=43|3+40=43
3+46=48|2+46=48
3+46=51|5+46=51
3+46=52|3+49=52
3+47=49|2+47=49
3+47=52|5+47=52
3+48=50|2+48=50
3+48=53|5+48=53
3+49=43|3+40=43
3+49=51|2+49=51
3+50=59|3+56=59
3+50=62|3+59=62
3+51=53|2+51=53
3+51=56|5+51=56
3+52=54|2+52=54
3+52=56|3+53=56
3+52=57|5+52=57
3+54=56|2+54=56
3+54=59|5+54=59
3+55=56|3+53=56
3+55=57|2+55=57
3+56=53|3+50=53
3+56=58|2+56=58
3+56=61|5+56=61
3+56=62|3+59=62
3+57=59|2+57=59
3+57=62|5+57=62
3+58=60|2+58=60
3+59=53|3+50=53
3+59=61|2+59=61
3+60=69|3+66=69
3+60=72|3+69=72
3+61=63|2+61=63
3+61=66|5+61=66
3+62=64|2+62=64
3+62=66|3+63=66
3+62=67|5+62=67
3+64=66|2+64=66
3+64=69|5+64=69
3+65=66|3+63=66
3+65=67|2+65=67
3+65=70|5+65=70
3+66=63|3+60=63
3+66=68|2+66=68
3+66=71|5+66=71
3+66=72|3+69=72
3+67=69|2+67=69
3+67=72|5+67=72
3+68=70|2+68=70
3+68=73|5+68=73
3+69=63|3+60=63
3+69=71|2+69=71
3+70=79|3+76=79
3+70=82|3+79=82
3+71=73|2+71=73
3+71=76|5+71=76
3+72=74|2+72=74
3+72=76|3+73=76
3+72=77|5+72=77
3+74=76|2+74=76
3+74=79|5+74=79
3+75=76|3+73=76
3+75=77|2+75=77
3+75=80|5+75=80
3+76=73|3+70=73
3+76=78|2+76=78
3+76=81|5+76=81
3+76=82|3+79=82
3+77=79|2+77=79
3+77=82|5+77=82
3+78=80|2+78=80
3+78=83|5+78=83
3+79=73|3+70=73
3+79=81|2+79=81
3+80=89|3+86=89
3+80=92|3+89=92
3+81=83|2+81=83
3+81=86|5+81=86
3+82=84|2+82=84
3+82=86|3+83=86
3+82=87|5+82=87
3+84=86|2+84=86
3+84=89|5+84=89
3+85=86|3+83=86
3+85=87|2+85=87
3+86=83|3+80=83
3+86=88|2+86=88
3+86=91|5+86=91
3+86=92|3+89=92
3+87=89|2+87=89
3+87=92|5+87=92
3+88=90|2+88=90
3+89=83|3+80=83
3+89=91|2+89=91
3+90=102|3+99=102
3+90=99|3+96=99
3+91=93|2+91=93
3+91=96|5+91=96
3+92=94|2+92=94
3+92=96|3+93=96
3+92=97|5+92=97
3+94=96|2+94=96
3+94=99|5+94=99
3+95=100|5+95=100
3+95=96|3+93=96
3+95=97|2+95=97
3+96=101|5+96=101
3+96=102|3+99=102
3+96=93|3+90=93
3+96=98|2+96=98
3+97=102|5+97=102
3+97=99|2+97=99
3+98=100|2+98=100
3+98=103|5+98=103
3+99=101|2+99=101
3+99=93|3+90=93
30-0=21|30-9=21
30-0=24|30-6=24
30-1=35|36-1=35
30-1=38|39-1=38
30-10=11|30-19=11
30-10=14|30-16=14
30-11=25|36-11=25
30-11=28|39-11=28
30-12=17|30-13=17
30-12=24|36-12=24
30-12=27|39-12=27
30-13=15|30-15=15
30-13=18|30-12=18
30-13=23|36-13=23
30-14=22|36-14=22
30-14=25|39-14=25
30-15=21|36-15=21
30-15=24|39-15=24
30-16=11|30-19=11
30-17=19|36-17=19
30-17=22|39-17=22
30-18=18|36-18=18
30-18=21|39-18=21
30-19=14|30-16=14
30-19=17|36-19=17
30-2=27|30-3=27
30-2=34|36-2=34
30-2=37|39-2=37
30-20=1|30-29=1
30-20=4|30-26=4
30-21=15|36-21=15
30-21=18|39-21=18
30-22=14|36-22=14
30-22=17|39-22=17
30-22=7|30-23=7
30-23=13|36-23=13
30-23=5|30-25=5
30-23=8|30-22=8
30-24=12|36-24=12
30-24=15|39-24=15
30-25=11|36-25=11
30-25=14|39-25=14
30-26=1|30-29=1
30-27=12|39-27=12
30-27=9|36-27=9
30-28=11|39-28=11
30-28=8|36-28=8
30-29=4|30-26=4
30-29=7|36-29=7
30-3=25|30-5=25
30-3=28|30-2=28
30-3=33|36-3=33
30-31=5|36-31=5
30-31=8|39-31=8
30-32=4|36-32=4
30-32=7|39-32=7
30-33=3|36-33=3
30-34=2|36-34=2
30-34=5|39-34=5
30-35=1|36-35=1
30-35=4|39-35=4
30-37=2|39-37=2
30-38=1|39-38=1
30-4=32|36-4=32
30-4=35|39-4=35
30-5=31|36-5=31
30-5=34|39-5=34
30-6=21|30-9=21
30-7=29|36-7=29
30-7=32|39-7=32
30-8=28|36-8=28
30-8=31|39-8=31
30-9=24|30-6=24
30-9=27|36-9=27
30+1=40|39+1=40
30+11=47|36+11=47
30+11=50|39+11=50
30+12=48|36+12=48
30+12=51|39+12=51
30+13=49|36+13=49
30+13=52|39+13=52
30+14=50|36+14=50
30+14=53|39+14=53
30+15=51|36+15=51
30+15=54|39+15=54
30+16=52|36+16=52
30+16=55|39+16=55
30+17=53|36+17=53
30+19=55|36+19=55
30+19=58|39+19=58
30+2=38|36+2=38
30+2=41|39+2=41
30+21=57|36+21=57
30+21=60|39+21=60
30+22=58|36+22=58
30+22=61|39+22=61
30+23=59|36+23=59
30+23=62|39+23=62
30+24=60|36+24=60
30+24=63|39+24=63
30+25=61|36+25=61
30+25=64|39+25=64
30+26=62|36+26=62
30+3=39|36+3=39
30+3=42|39+3=42
30+31=67|36+31=67
30+31=70|39+31=70
30+32=68|36+32=68
30+32=71|39+32=71
30+33=69|36+33=69
30+33=72|39+33=72
30+34=70|36+34=70
30+34=73|39+34=73
30+35=71|36+35=71
30+35=74|39+35=74
30+36=72|36+36=72
30+36=75|39+36=75
30+37=73|36+37=73
30+39=75|36+39=75
30+39=78|39+39=78
30+4=40|36+4=40
30+4=43|39+4=43
30+41=77|36+41=77
30+41=80|39+41=80
30+42=78|36+42=78
30+42=81|39+42=81
30+43=79|36+43=79
30+43=82|39+43=82
30+44=80|36+44=80
30+44=83|39+44=83
30+45=81|36+45=81
30+45=84|39+45=84
30+46=82|36+46=82
30+46=85|39+46=85
30+47=83|36+47=83
30+49=85|36+49=85
30+49=88|39+49=88
30+5=41|36+5=41
30+5=44|39+5=44
30+51=87|36+51=87
30+51=90|39+51=90
30+52=88|36+52=88
30+52=91|39+52=91
30+53=89|36+53=89
30+53=92|39+53=92
30+54=90|36+54=90
30+54=93|39+54=93
30+55=91|36+55=91
30+55=94|39+55=94
30+56=92|36+56=92
30+57=93|36+57=93
30+6=42|36+6=42
30+6=45|39+6=45
30+61=100|39+61=100
30+61=97|36+61=97
30+62=101|39+62=101
30+62=98|36+62=98
30+63=102|39+63=102
30+63=99|36+63=99
30+64=100|36+64=100
30+64=103|39+64=103
30+65=101|36+65=101
30+65=104|39+65=104
30+66=102|36+66=102
30+66=105|39+66=105
30+67=103|36+67=103
30+69=105|36+69=105
30+69=108|39+69=108
30+7=43|36+7=43
30+71=107|36+71=107
30+71=110|39+71=110
30+72=108|36+72=108
30+72=111|39+72=111
30+73=109|36+73=109
30+73=112|39+73=112
30+74=110|36+74=110
30+74=113|39+74=113
30+75=111|36+75=111
30+75=114|39+75=114
30+76=112|36+76=112
30+76=115|39+76=115
30+77=113|36+77=113
30+79=115|36+79=115
30+79=118|39+79=118
30+81=117|36+81=117
30+81=120|39+81=120
30+82=118|36+82=118
30+82=121|39+82=121
30+83=119|36+83=119
30+83=122|39+83=122
30+84=120|36+84=120
30+84=123|39+84=123
30+85=121|36+85=121
30+85=124|39+85=124
30+86=122|36+86=122
30+87=123|36+87=123
30+9=45|36+9=45
30+9=48|39+9=48
30+91=127|36+91=127
30+91=130|39+91=130
30+92=128|36+92=128
30+92=131|39+92=131
30+93=129|36+93=129
30+93=132|39+93=132
30+94=130|36+94=130
30+94=133|39+94=133
30+95=131|36+95=131
30+95=134|39+95=134
30+96=132|36+96=132
30+96=135|39+96=135
30+97=133|36+97=133
30+99=135|36+99=135
30+99=138|39+99=138
31-0=22|31-9=22
31-0=25|31-6=25
31-10=12|31-19=12
31-10=15|31-16=15
31-12=18|31-13=18
31-13=16|31-15=16
31-13=19|31-12=19
31-15=18|31-13=18
31-16=12|31-19=12
31-16=21|31-10=21
31-19=21|31-10=21
31-2=28|31-3=28
31-20=2|31-29=2
31-20=5|31-26=5
31-22=8|31-23=8
31-23=6|31-25=6
31-23=9|31-22=9
31-25=8|31-23=8
31-26=11|31-20=11
31-26=2|31-29=2
31-29=11|31-20=11
31-3=26|31-5=26
31-3=29|31-2=29
31-36=1|31-30=1
31-39=1|31-30=1
31-5=28|31-3=28
31-6=22|31-9=22
31+0=40|31+9=40
31+10=47|31+16=47
31+10=50|31+19=50
31+12=44|31+13=44
31+13=43|31+12=43
31+13=46|31+15=46
31+15=44|31+13=44
31+16=41|31+10=41
31+16=50|31+19=50
31+19=41|31+10=41
